               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.030448,             0.01267,            0.010432,             0.81933,              0.7873,             0.80447,              0.4879,            0.041178,           0.0079498,            0.015246,            0.005083,            0.005083,            0.005083
                 151,            0.031137,            0.012141,            0.010045,             0.83691,              0.7641,             0.79769,             0.49371,            0.040039,           0.0079546,            0.014776,             0.00505,             0.00505,             0.00505
                 152,             0.03114,            0.012438,            0.010023,             0.85387,              0.7646,             0.79993,             0.49564,            0.038948,           0.0080464,            0.013919,            0.005017,            0.005017,            0.005017
                 153,            0.030285,            0.012454,           0.0097768,             0.83111,             0.78085,             0.80138,             0.47581,            0.039482,           0.0079553,            0.013287,            0.004984,            0.004984,            0.004984
                 154,            0.030332,            0.012426,           0.0099826,             0.85014,             0.77292,             0.80663,             0.48721,            0.039516,           0.0078417,            0.012849,            0.004951,            0.004951,            0.004951
                 155,            0.030135,            0.012314,           0.0098613,             0.85433,             0.77179,             0.81102,             0.48342,             0.03961,           0.0078644,            0.012861,            0.004918,            0.004918,            0.004918
                 156,            0.030919,            0.012305,            0.010394,             0.85061,             0.76401,             0.81033,             0.48881,            0.038956,           0.0078257,            0.014598,            0.004885,            0.004885,            0.004885
                 157,            0.030493,            0.012251,            0.010792,             0.83486,             0.76632,             0.78879,             0.46998,            0.040524,           0.0079249,             0.01456,            0.004852,            0.004852,            0.004852
                 158,            0.030182,            0.012395,           0.0098385,             0.84523,             0.77491,             0.79504,             0.47068,            0.040794,           0.0080508,            0.014858,            0.004819,            0.004819,            0.004819
                 159,            0.029674,            0.012459,            0.010996,             0.84695,             0.75914,             0.79386,             0.48343,            0.040602,           0.0081395,            0.015508,            0.004786,            0.004786,            0.004786
                 160,            0.030055,             0.01231,           0.0091932,             0.83733,             0.76922,             0.79696,             0.49124,            0.040065,           0.0079733,            0.015701,            0.004753,            0.004753,            0.004753
